lat,lon,Country,URL,Summary,id,Captions,Class,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7
51.258905,-85.320164,Canada,http://www.mufoncms.com/files_jeud8334j/90138_submitter_file4__LakefrontUfoPenroseedgedetectioncroppedsmaller.jpg,Looking through photos and discovered this!!,37,a fire hydrant in front of a building .,['barn'],barn,,,,,,
40.01411927,-74.24250754,United States,http://www.mufoncms.com/files_jeud8334j/90135_submitter_file1__image.jpg,After watching about six planes putting out chemtrails saw a black object,38,a view of a street light from a car .,"['mobile home, manufactured home']",mobile home, manufactured home,,,,,
40.01411927,-74.24250754,United States,http://www.mufoncms.com/files_jeud8334j/90135_submitter_file2__image.jpg,After watching about six planes putting out chemtrails saw a black object,39,a giraffe standing in the middle of a field .,['rapeseed'],rapeseed,,,,,,
40.01411927,-74.24250754,United States,http://www.mufoncms.com/files_jeud8334j/90135_submitter_file3__image.jpg,After watching about six planes putting out chemtrails saw a black object,40,a traffic light sitting on the side of a road .,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,,,,
40.01411927,-74.24250754,United States,http://www.mufoncms.com/files_jeud8334j/90135_submitter_file4__image.jpg,After watching about six planes putting out chemtrails saw a black object,41,a tall clock tower with a sky background,"['beacon, lighthouse, beacon light, pharos']",beacon, lighthouse, beacon light, pharos,,,
40.01411927,-74.24250754,United States,http://www.mufoncms.com/files_jeud8334j/90135_submitter_file5__image.jpg,After watching about six planes putting out chemtrails saw a black object,42,a view of a street light from a window .,['fountain'],fountain,,,,,,
36.214741,-106.31051969999999,United States,http://www.mufoncms.com/files_jeud8334j/90132_submitter_file1__ufo.jpg,3 white diamond shapes,43,a group of people standing on top of a mountain .,"['cliff, drop, drop-off']",cliff, drop, drop-off,,,,
36.214741,-106.31051969999999,United States,http://www.mufoncms.com/files_jeud8334j/90132_submitter_file2__ufocloseup.jpg,3 white diamond shapes,44,a bunch of birds that are flying in the air .,"['cliff, drop, drop-off']",cliff, drop, drop-off,,,,
53.4374775,-2.2698465,United Kingdom,http://www.mufoncms.com/files_jeud8334j/90104_submitter_file1__DSC00023.JPG,While trying to photo a plane my camera auto focused and on looking saw the object when looking on my pc.,230,a blue and white airplane flying in the sky .,['jellyfish'],jellyfish,,,,,,
53.4374775,-2.2698465,United Kingdom,http://www.mufoncms.com/files_jeud8334j/90104_submitter_file2__omg.JPG,While trying to photo a plane my camera auto focused and on looking saw the object when looking on my pc.,231,a bunch of kites flying in the sky,['envelope'],envelope,,,,,,
53.4374775,-2.2698465,United Kingdom,http://www.mufoncms.com/files_jeud8334j/90104_submitter_file3__DSC00023copy.jpg,While trying to photo a plane my camera auto focused and on looking saw the object when looking on my pc.,75,a blue and white airplane flying in the sky .,['missile'],missile,,,,,,
39.75343367,-86.18295587,United States,http://www.mufoncms.com/files_jeud8334j/90099_submitter_file1__ufo1.jpg,Didn't see it during taking pics,312,a boat floating on top of a body of water .,"['lakeside, lakeshore']",lakeside, lakeshore,,,,,
39.75343367,-86.18295587,United States,http://www.mufoncms.com/files_jeud8334j/90099_submitter_file2__ufo2.jpg,Didn't see it during taking pics,313,a boat floating on a river next to a forest .,"['lakeside, lakeshore']",lakeside, lakeshore,,,,,
36.07957155,-115.16655530000001,United States,http://www.mufoncms.com/files_jeud8334j/90095_submitter_file1__32E02885EF69457EAF3E70D32B7F891E.jpeg,I found the unkown moving object on the photo and video after viewing the pictures on my cell phone.,314,a lone giraffe is standing in the middle of a field .,"['lakeside, lakeshore']",lakeside, lakeshore,,,,,
36.07957155,-115.16655530000001,United States,http://www.mufoncms.com/files_jeud8334j/90095_submitter_file3__A712CE92378C48B9811A8F371D2A3039.jpeg,I found the unkown moving object on the photo and video after viewing the pictures on my cell phone.,315,a view of a city skyline from the rain .,['chainlink fence'],chainlink fence,,,,,,
-33.8934664,151.1835342,Australia,http://www.mufoncms.com/files_jeud8334j/90090_submitter_file1__IMG0432.jpg,Captured in an image - it just doesn't look like a plane. what is it??,316,a street sign on a pole on a city street,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,,,,
36.003622899999996,-78.894689,United States,http://www.mufoncms.com/files_jeud8334j/90081_submitter_file1__1.jpg,Odd shapes in clouds,317,a train traveling over a bridge over a river .,"['church, church building']",church, church building,,,,,
36.003622899999996,-78.894689,United States,http://www.mufoncms.com/files_jeud8334j/90081_submitter_file2__2.jpg,Odd shapes in clouds,318,a plane flying in the sky over a mountain .,['barn'],barn,,,,,,
37.9350467,-121.74592240000001,United States,http://www.mufoncms.com/files_jeud8334j/90079_submitter_file1__IMG20180206183122.jpg,Weird bright light traveling in perfectly clear sky but seemed to be surrounded by mist. ,319,a traffic light sitting on the side of a road .,['volcano'],volcano,,,,,,
37.9350467,-121.74592240000001,United States,http://www.mufoncms.com/files_jeud8334j/90079_submitter_file2__IMG20180206183126.jpg,Weird bright light traveling in perfectly clear sky but seemed to be surrounded by mist. ,320,a view of a city street at sunset .,['torch'],torch,,,,,,
37.9350467,-121.74592240000001,United States,http://www.mufoncms.com/files_jeud8334j/90079_submitter_file3__IMG20180206183129.jpg,Weird bright light traveling in perfectly clear sky but seemed to be surrounded by mist. ,321,a red fire hydrant sitting on the side of a road .,['planetarium'],planetarium,,,,,,
37.9350467,-121.74592240000001,United States,http://www.mufoncms.com/files_jeud8334j/90079_submitter_file4__IMG20180206183130.jpg,Weird bright light traveling in perfectly clear sky but seemed to be surrounded by mist. ,322,a fire hydrant on the side of the road .,['planetarium'],planetarium,,,,,,
29.550487100000005,-98.2815335,United States,http://www.mufoncms.com/files_jeud8334j/90058_submitter_file1__ufo.jpg,Oval shaped object,323,a city street at night with traffic lights .,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,,,,
41.3237325,-81.01792878,United States,http://www.mufoncms.com/files_jeud8334j/90037_submitter_file1__FBIMG1517744568713.jpg,This photo was taken by my dad at nelson ledges state park in ohio on 10/23/2011. he was fishing and decided to take a couple pictures for memories. he realized later on while looking at the pictures noticed this odd looking object. he says that when he w,324,a boat floating on top of a body of water .,"['lakeside, lakeshore']",lakeside, lakeshore,,,,,
41.3237325,-81.01792878,United States,http://www.mufoncms.com/files_jeud8334j/90037_submitter_file2__received1706143739428410.jpeg,This photo was taken by my dad at nelson ledges state park in ohio on 10/23/2011. he was fishing and decided to take a couple pictures for memories. he realized later on while looking at the pictures noticed this odd looking object. he says that when he w,325,a boat floating on top of a body of water .,"['lakeside, lakeshore']",lakeside, lakeshore,,,,,
41.3237325,-81.01792878,United States,http://www.mufoncms.com/files_jeud8334j/90037_submitter_file3__received1706143339428450.jpeg,This photo was taken by my dad at nelson ledges state park in ohio on 10/23/2011. he was fishing and decided to take a couple pictures for memories. he realized later on while looking at the pictures noticed this odd looking object. he says that when he w,326,a small boat in a body of water,"['lakeside, lakeshore']",lakeside, lakeshore,,,,,
41.3237325,-81.01792878,United States,http://www.mufoncms.com/files_jeud8334j/90037_submitter_file4__received1706143192761798.jpeg,This photo was taken by my dad at nelson ledges state park in ohio on 10/23/2011. he was fishing and decided to take a couple pictures for memories. he realized later on while looking at the pictures noticed this odd looking object. he says that when he w,327,a boat floating on a river next to a forest .,"['lakeside, lakeshore']",lakeside, lakeshore,,,,,
38.63199615,-90.16904537,United States,http://www.mufoncms.com/files_jeud8334j/90018_submitter_file1__IMG87462.JPG,Every night we see these 4-5 lights close to orion they bounce around the sky all night,328,a teddy bear sitting in the middle of a field .,['jellyfish'],jellyfish,,,,,,
38.63199615,-90.16904537,United States,http://www.mufoncms.com/files_jeud8334j/90018_submitter_file2__lights1211.jpg,Every night we see these 4-5 lights close to orion they bounce around the sky all night,329,a close up of a person holding a tennis racket,['tennis ball'],tennis ball,,,,,,
50.9112704,-1.3972608999999998,United Kingdom,http://www.mufoncms.com/files_jeud8334j/90017_submitter_file1__IMG20180204WA0004.jpg,Line of 4 bright lights which was joined by another after 30 mins . was not a star or aircraft - lights did not blink,330,a black and white photo of a person holding an umbrella .,['velvet'],velvet,,,,,,
35.723027,-114.48622759999998,United States,http://www.mufoncms.com/files_jeud8334j/90001_submitter_file1__2735649410214911253155996582110673897064736o.jpg,Driving wb i-40 taking picture of sunset and noticed pyramid in clouds,331,a person on a skateboard on a ramp .,['wing'],wing,,,,,,
32.88303216,-97.20489039,United States,http://www.mufoncms.com/files_jeud8334j/89957_submitter_file1__20180131053145.jpg,Two objects appeared near moon during the lunar eclipse in january 2018.,332,a view of a city skyline from a window .,"['spotlight, spot']",spotlight, spot,,,,,
32.88303216,-97.20489039,United States,http://www.mufoncms.com/files_jeud8334j/89957_submitter_file2__20180131053009.jpg,Two objects appeared near moon during the lunar eclipse in january 2018.,333,a view of a city street at night .,"['spotlight, spot']",spotlight, spot,,,,,
32.88303216,-97.20489039,United States,http://www.mufoncms.com/files_jeud8334j/89957_submitter_file3__20180131053147.jpg,Two objects appeared near moon during the lunar eclipse in january 2018.,334,a view of a city skyline from a window .,"['spotlight, spot']",spotlight, spot,,,,,
32.88303216,-97.20489039,United States,http://www.mufoncms.com/files_jeud8334j/89957_submitter_file4__20180131054307.jpg,Two objects appeared near moon during the lunar eclipse in january 2018.,335,a night time view of a city street at night .,"['spotlight, spot']",spotlight, spot,,,,,
32.88303216,-97.20489039,United States,http://www.mufoncms.com/files_jeud8334j/89957_submitter_file5__20180131054327.jpg,Two objects appeared near moon during the lunar eclipse in january 2018.,336,a night time view of a city street .,"['spotlight, spot']",spotlight, spot,,,,,
32.88303216,-97.20489039,United States,http://www.mufoncms.com/files_jeud8334j/89957_submitter_file6__20180131054343.jpg,Two objects appeared near moon during the lunar eclipse in january 2018.,337,a traffic light suspended over a street at night .,"['spotlight, spot']",spotlight, spot,,,,,
32.88303216,-97.20489039,United States,http://www.mufoncms.com/files_jeud8334j/89957_submitter_file7__20180131054907.jpg,Two objects appeared near moon during the lunar eclipse in january 2018.,338,a person on a snowboard doing a trick .,"['spotlight, spot']",spotlight, spot,,,,,
32.88303216,-97.20489039,United States,http://www.mufoncms.com/files_jeud8334j/89957_submitter_file8__20180131054909.jpg,Two objects appeared near moon during the lunar eclipse in january 2018.,339,a man riding a skateboard down a street .,"['spotlight, spot']",spotlight, spot,,,,,
32.87719715,-97.19910174,United States,http://www.mufoncms.com/files_jeud8334j/89956_submitter_file1__20180131053145.jpg,Two objects appeared near moon during the lunar eclipse in january 2018.,340,a view of a city skyline from a window .,"['spotlight, spot']",spotlight, spot,,,,,
32.87719715,-97.19910174,United States,http://www.mufoncms.com/files_jeud8334j/89956_submitter_file2__20180131053009.jpg,Two objects appeared near moon during the lunar eclipse in january 2018.,341,a view of a city street at night .,"['spotlight, spot']",spotlight, spot,,,,,
32.87719715,-97.19910174,United States,http://www.mufoncms.com/files_jeud8334j/89956_submitter_file3__20180131053147.jpg,Two objects appeared near moon during the lunar eclipse in january 2018.,342,a view of a city skyline from a window .,"['spotlight, spot']",spotlight, spot,,,,,
32.87719715,-97.19910174,United States,http://www.mufoncms.com/files_jeud8334j/89956_submitter_file4__20180131054307.jpg,Two objects appeared near moon during the lunar eclipse in january 2018.,343,a night time view of a city street at night .,"['spotlight, spot']",spotlight, spot,,,,,
32.87719715,-97.19910174,United States,http://www.mufoncms.com/files_jeud8334j/89956_submitter_file5__20180131054327.jpg,Two objects appeared near moon during the lunar eclipse in january 2018.,344,a night time view of a city street .,"['spotlight, spot']",spotlight, spot,,,,,
32.87719715,-97.19910174,United States,http://www.mufoncms.com/files_jeud8334j/89956_submitter_file6__20180131054343.jpg,Two objects appeared near moon during the lunar eclipse in january 2018.,345,a traffic light suspended over a street at night .,"['spotlight, spot']",spotlight, spot,,,,,
32.87719715,-97.19910174,United States,http://www.mufoncms.com/files_jeud8334j/89956_submitter_file7__20180131054907.jpg,Two objects appeared near moon during the lunar eclipse in january 2018.,346,a person on a snowboard doing a trick .,"['spotlight, spot']",spotlight, spot,,,,,
32.87719715,-97.19910174,United States,http://www.mufoncms.com/files_jeud8334j/89956_submitter_file8__20180131054909.jpg,Two objects appeared near moon during the lunar eclipse in january 2018.,347,a man riding a skateboard down a street .,"['spotlight, spot']",spotlight, spot,,,,,
33.666143700000006,-114.22719860000001,United States,http://www.mufoncms.com/files_jeud8334j/89943_submitter_file1__nsp28277.jpg,A spherical object which appears to be projecting a multicolored light. appeared in a photo i took of the iss passing overhead.,348,a person on a snowboard in the air .,"['spotlight, spot']",spotlight, spot,,,,,
35.14674056,-106.66355159999998,United States,http://www.mufoncms.com/files_jeud8334j/89923_submitter_file1__sighting1118.jpg,Loose group of 10 objects slowly ascending,349,an airplane is flying over a snowy mountain .,['volcano'],volcano,,,,,,
49.20878474,-123.08051840000002,Canada,http://www.mufoncms.com/files_jeud8334j/89917_submitter_file1__20161014174931.jpg,Unidentified hovering luminous object in photograph,350,a view of a mountain range from a window .,['yurt'],yurt,,,,,,
38.96879122,-83.41968899,United States,http://www.mufoncms.com/files_jeud8334j/89916_submitter_file1__20180130230613.jpg,During full moon what appears to be a ship or a planetext bottom left,351,a person riding a skate board at a skate park,"['spotlight, spot']",spotlight, spot,,,,,
9.9703379,76.30960959999999,India,http://www.mufoncms.com/files_jeud8334j/89899_submitter_file2__IMG26311.JPG,A red glowing disc or ball like thing moved through the sky silently,352,a man standing in the middle of a street .,['crane'],crane,,,,,,
36.10183173,-94.21116172,United States,http://www.mufoncms.com/files_jeud8334j/89885_submitter_file2__20180124140726.jpg,Very bright light stationery for 20 minuets,353,a view of a building with a clock on it .,"['patio, terrace']",patio, terrace,,,,,
42.93043279,-82.57900144,United States,http://www.mufoncms.com/files_jeud8334j/89876_submitter_file1__IMG1466.JPG,I was taking a picture of the clouds because they seemed to be forming oddly. i didn't see any lights when i was taking the picture. it was only a couple days ago when i was looking at my photos that i noticed these lights in the sky in my photo.,354,a person holding an umbrella in the rain .,['cloak'],cloak,,,,,,
42.93043279,-82.57900144,United States,http://www.mufoncms.com/files_jeud8334j/89876_submitter_file2__IMG1467.JPG,I was taking a picture of the clouds because they seemed to be forming oddly. i didn't see any lights when i was taking the picture. it was only a couple days ago when i was looking at my photos that i noticed these lights in the sky in my photo.,355,a black cat sitting on top of a tree branch .,['tarantula'],tarantula,,,,,,
42.93043279,-82.57900144,United States,http://www.mufoncms.com/files_jeud8334j/89876_submitter_file3__IMG1468.JPG,I was taking a picture of the clouds because they seemed to be forming oddly. i didn't see any lights when i was taking the picture. it was only a couple days ago when i was looking at my photos that i noticed these lights in the sky in my photo.,356,a black and white photo of a bird in a window .,['fountain'],fountain,,,,,,
0.0,0.0,IN,http://www.mufoncms.com/files_jeud8334j/89871_submitter_file2__IMG5656.JPG,We have not seen the ufo its captured in camera,357,a large building with a clock tower on top .,['triumphal arch'],triumphal arch,,,,,,
47.39431837,-122.24233899999999,United States,http://www.mufoncms.com/files_jeud8334j/89868_submitter_file1__IMG20180121152900743.jpg,Taking photos of a rare double rainbow,358,a view of a bunch of trees in the sky .,['bubble'],bubble,,,,,,
47.39431837,-122.24233899999999,United States,http://www.mufoncms.com/files_jeud8334j/89868_submitter_file2__IMG20180121152901530.jpg,Taking photos of a rare double rainbow,359,a person is flying a kite in the sky .,['bubble'],bubble,,,,,,
47.39431837,-122.24233899999999,United States,http://www.mufoncms.com/files_jeud8334j/89868_submitter_file3__IMG20180121152902290.jpg,Taking photos of a rare double rainbow,360,a person is flying a kite in the sky .,['fireboat'],fireboat,,,,,,
47.39431837,-122.24233899999999,United States,http://www.mufoncms.com/files_jeud8334j/89868_submitter_file4__IMG20180121152912024.jpg,Taking photos of a rare double rainbow,361,a red fire hydrant sitting in the middle of a forest .,"['picket fence, paling']",picket fence, paling,,,,,
37.9676929,-91.8305134,United States,http://www.mufoncms.com/files_jeud8334j/89861_submitter_file1__6C5316B1DFAD4C57918D3A696155EB26.jpeg,I saw something flickering  in the sky so i photographed it with my phone and it turned out like this,362,a kite flying in the sky over a tree .,"['laptop, laptop computer']",laptop, laptop computer,,,,,
37.9676929,-91.8305134,United States,http://www.mufoncms.com/files_jeud8334j/89861_submitter_file2__621C0B03488F43E3A1AAECB1AD8BF2D9.png,I saw something flickering  in the sky so i photographed it with my phone and it turned out like this,363,a close up of a person holding a cell phone,"['wallet, billfold, notecase, pocketbook']",wallet, billfold, notecase, pocketbook,,,
37.9676929,-91.8305134,United States,http://www.mufoncms.com/files_jeud8334j/89861_submitter_file3__67212695F9A94A24ACA3F8D5627719F5.png,I saw something flickering  in the sky so i photographed it with my phone and it turned out like this,364,a close up of a person holding a cell phone,"['wallet, billfold, notecase, pocketbook']",wallet, billfold, notecase, pocketbook,,,
-27.4632907,153.03044350000002,Australia,http://www.mufoncms.com/files_jeud8334j/89833_submitter_file1__IMG07.jpg,Saw silver/white ball move slowly,365,a bird flying in the sky with a sky background,"['parachute, chute']",parachute, chute,,,,,
-27.4632907,153.03044350000002,Australia,http://www.mufoncms.com/files_jeud8334j/89833_submitter_file2__IMG0743.JPG,Saw silver/white ball move slowly,366,a bird flying in the sky with a sky background,['kite'],kite,,,,,,
-27.4632907,153.03044350000002,Australia,http://www.mufoncms.com/files_jeud8334j/89833_submitter_file3__IMG0745.JPG,Saw silver/white ball move slowly,367,a small airplane flying through a cloudy sky .,"['parachute, chute']",parachute, chute,,,,,
57.1255765,-2.1271863,United Kingdom,http://www.mufoncms.com/files_jeud8334j/89825_submitter_file1__D37CB289BCAF446D9BCBAFF7BE9D32AE.jpeg,,368,a person flying a kite in a park .,"['solar dish, solar collector, solar furnace']",solar dish, solar collector, solar furnace,,,,
33.60057587,-79.01521522,United States,http://www.mufoncms.com/files_jeud8334j/89820_submitter_file1__UFO.JPG, ufo was seen in the pictures we took of the sunset.  we didn't see it live only after we examined pictures.,369,a view of a park with a plane flying over it .,['rapeseed'],rapeseed,,,,,,
33.60057587,-79.01521522,United States,http://www.mufoncms.com/files_jeud8334j/89820_submitter_file2__UFOCopy.JPG, ufo was seen in the pictures we took of the sunset.  we didn't see it live only after we examined pictures.,370,a view of a park with a plane flying over it .,['rapeseed'],rapeseed,,,,,,
39.06858764,-84.35315598,United States,http://www.mufoncms.com/files_jeud8334j/89819_submitter_file1__1318triangle.jpg,Black triangle with three yellow lights leaving contrail. two additional triangle light patterns shown in photo.,371,a night view of a city street at night .,"['spotlight, spot']",spotlight, spot,,,,,
40.6366249,-89.3916083,United States,http://www.mufoncms.com/files_jeud8334j/89811_submitter_file1__217C908EF682482086E2D077BECB194F.jpeg,Two neon yellow v-shaped objects and two gray disc-shaped objects,372,a red fire hydrant sitting on the side of a road .,['forklift'],forklift,,,,,,
40.6366249,-89.3916083,United States,http://www.mufoncms.com/files_jeud8334j/89811_submitter_file2__A751DAA58D79400D845DF33440B2DDAF.jpeg,Two neon yellow v-shaped objects and two gray disc-shaped objects,373,a red fire hydrant sitting on the side of a road .,['forklift'],forklift,,,,,,
42.4087107,-71.3802174,United States,http://www.mufoncms.com/files_jeud8334j/89798_submitter_file2__DSCN0016.JPG,Was driving on highway and noticed a formation of lights stationery in the sky. i knew they were orbs,374,an airplane flying over a body of water .,['suspension bridge'],suspension bridge,,,,,,
42.4087107,-71.3802174,United States,http://www.mufoncms.com/files_jeud8334j/89798_submitter_file3__DSCN0015.JPG,Was driving on highway and noticed a formation of lights stationery in the sky. i knew they were orbs,375,a traffic light sitting on the side of a road .,['crane'],crane,,,,,,
37.06506496,-88.61323723,United States,http://www.mufoncms.com/files_jeud8334j/89794_submitter_file1__14D2854CBD224119BC9CAF794C468ED9.jpeg,Captured screen grabs while observing live feed of the international space station of unknown objects taking plasma from the solar surface,376,a picture of a person holding a cell phone .,"['spotlight, spot']",spotlight, spot,,,,,
37.06506496,-88.61323723,United States,http://www.mufoncms.com/files_jeud8334j/89794_submitter_file2__8A2BEECC88DF4BFBA7CBA089A36BA567.jpeg,Captured screen grabs while observing live feed of the international space station of unknown objects taking plasma from the solar surface,377,a close up of a person holding a cell phone,"['web site, website, internet site, site']",web site, website, internet site, site,,,
37.06506496,-88.61323723,United States,http://www.mufoncms.com/files_jeud8334j/89794_submitter_file3__4116B02971E44159AAEC7E7829A1F987.jpeg,Captured screen grabs while observing live feed of the international space station of unknown objects taking plasma from the solar surface,378,a close up of a person holding a cell phone,"['web site, website, internet site, site']",web site, website, internet site, site,,,
37.06506496,-88.61323723,United States,http://www.mufoncms.com/files_jeud8334j/89794_submitter_file4__E6C3F9F037F645F4B300C2767D4750CC.jpeg,Captured screen grabs while observing live feed of the international space station of unknown objects taking plasma from the solar surface,379,a close up of a clock on a wall,"['spotlight, spot']",spotlight, spot,,,,,
37.06506496,-88.61323723,United States,http://www.mufoncms.com/files_jeud8334j/89794_submitter_file5__CEF0AF26480F415A97EC813A634E5EF6.jpeg,Captured screen grabs while observing live feed of the international space station of unknown objects taking plasma from the solar surface,380,a picture of a person holding a clock .,"['web site, website, internet site, site']",web site, website, internet site, site,,,
37.06506496,-88.61323723,United States,http://www.mufoncms.com/files_jeud8334j/89794_submitter_file6__57B0F09609694CF395EFEBE4F1948189.jpeg,Captured screen grabs while observing live feed of the international space station of unknown objects taking plasma from the solar surface,381,a person holding a cell phone in their hand .,['strainer'],strainer,,,,,,
37.06506496,-88.61323723,United States,http://www.mufoncms.com/files_jeud8334j/89794_submitter_file7__31B1179CF49F41D5A33356D76895C64A.jpeg,Captured screen grabs while observing live feed of the international space station of unknown objects taking plasma from the solar surface,382,a close up of a person holding a pair of scissors,"['web site, website, internet site, site']",web site, website, internet site, site,,,
-17.922532999999998,146.01386630000002,Australia,http://www.mufoncms.com/files_jeud8334j/89793_submitter_file1__UFO01.jpg,Star-like but much brighter,383,a view of a mountain range from a plane .,"['promontory, headland, head, foreland']",promontory, headland, head, foreland,,,
41.6842552,-74.992666,United States,http://www.mufoncms.com/files_jeud8334j/89783_submitter_file1__DepthOfField4.JPG,Out photographing with students when captured a ufo in sky,384,a group of people flying kites in a field .,"['flagpole, flagstaff']",flagpole, flagstaff,,,,,
36.57016207,-86.93161881,United States,http://www.mufoncms.com/files_jeud8334j/89744_submitter_file1__Screenshot20180121002501.png,Transparent round ball like object with little round balls on and around it,385,an airplane flying in the sky over a city .,['geyser'],geyser,,,,,,
36.57016207,-86.93161881,United States,http://www.mufoncms.com/files_jeud8334j/89744_submitter_file2__Screenshot20180121002516.png,Transparent round ball like object with little round balls on and around it,386,an airplane flying over a body of water .,['fireboat'],fireboat,,,,,,
36.57016207,-86.93161881,United States,http://www.mufoncms.com/files_jeud8334j/89744_submitter_file3__Screenshot20180121002448.png,Transparent round ball like object with little round balls on and around it,387,a plane flying in the sky over a building .,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,,,,
36.57016207,-86.93161881,United States,http://www.mufoncms.com/files_jeud8334j/89744_submitter_file4__2017120410.39.28.jpg,Transparent round ball like object with little round balls on and around it,388,a group of people flying kites in a field .,['car mirror'],car mirror,,,,,,
36.57016207,-86.93161881,United States,http://www.mufoncms.com/files_jeud8334j/89744_submitter_file5__PicsArt120410.23.05.jpg,Transparent round ball like object with little round balls on and around it,389,a black and white photo of a clock tower .,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,,,,
36.57016207,-86.93161881,United States,http://www.mufoncms.com/files_jeud8334j/89744_submitter_file6__201712031556230.jpg,Transparent round ball like object with little round balls on and around it,390,a kite flying in the sky over a street .,['water tower'],water tower,,,,,,
36.57016207,-86.93161881,United States,http://www.mufoncms.com/files_jeud8334j/89744_submitter_file7__20171203155623.jpg,Transparent round ball like object with little round balls on and around it,391,a traffic light sitting on the side of a road .,['water tower'],water tower,,,,,,
54.35969701,-6.41401397,United Kingdom,http://www.mufoncms.com/files_jeud8334j/89738_submitter_file1__received10213722541692040.jpeg,Saw a spherical light in the sky then another appeared then another,392,a group of people standing on top of a grass field .,['missile'],missile,,,,,,
54.35969701,-6.41401397,United Kingdom,http://www.mufoncms.com/files_jeud8334j/89738_submitter_file2__received10213722536171902.jpeg,Saw a spherical light in the sky then another appeared then another,393,a kite flying in the sky over a beach .,"['aircraft carrier, carrier, flattop, attack aircraft carrier']",aircraft carrier, carrier, flattop, attack aircraft carrier,,,
47.2568668,-122.4376906,United States,http://www.mufoncms.com/files_jeud8334j/89722_submitter_file1__PSX20180121183356.jpg,Saw rectangle in sky then a cylinder appeared with it; seemed misty around it. i was unnerved and went to my apt.,394,a large group of people in a large room .,['whiskey jug'],whiskey jug,,,,,,
47.2568668,-122.4376906,United States,http://www.mufoncms.com/files_jeud8334j/89722_submitter_file2__PSX20180121183428.jpg,Saw rectangle in sky then a cylinder appeared with it; seemed misty around it. i was unnerved and went to my apt.,395,a couple of dogs that are in a truck,"['bearskin, busby, shako']",bearskin, busby, shako,,,,
40.330382,-75.32076479999999,United States,http://www.mufoncms.com/files_jeud8334j/89714_submitter_file1__DB895C1FD66C4B40B53C470C3BC73CF5.jpeg,The object appeared in my photos at 5:38 then disappears from them by 5:45pm.,396,a plane flying over a large body of water .,['hay'],hay,,,,,,
40.330382,-75.32076479999999,United States,http://www.mufoncms.com/files_jeud8334j/89714_submitter_file2__99A87F558E2647E7B96236064D691932.jpeg,The object appeared in my photos at 5:38 then disappears from them by 5:45pm.,397,a person is flying a kite in the sky .,['bubble'],bubble,,,,,,
40.330382,-75.32076479999999,United States,http://www.mufoncms.com/files_jeud8334j/89714_submitter_file3__F09499F7DB8B4E9EADE1502E261A598B.jpeg,The object appeared in my photos at 5:38 then disappears from them by 5:45pm.,398,a blurry image of a dog looking out a window .,['geyser'],geyser,,,,,,
40.330382,-75.32076479999999,United States,http://www.mufoncms.com/files_jeud8334j/89714_submitter_file4__8A29162649DA4F6796A9B8E525F4509D.jpeg,The object appeared in my photos at 5:38 then disappears from them by 5:45pm.,399,a kite flying in the sky over a field .,"['beacon, lighthouse, beacon light, pharos']",beacon, lighthouse, beacon light, pharos,,,
40.330382,-75.32076479999999,United States,http://www.mufoncms.com/files_jeud8334j/89714_submitter_file5__6888BE9B064C4EF0A63F815E156EE36D.jpeg,The object appeared in my photos at 5:38 then disappears from them by 5:45pm.,400,a car parked on the side of a road next to a tree .,['minivan'],minivan,,,,,,
40.330382,-75.32076479999999,United States,http://www.mufoncms.com/files_jeud8334j/89714_submitter_file6__0D8E103AEF7E45439B70F2463C2466B1.jpeg,The object appeared in my photos at 5:38 then disappears from them by 5:45pm.,401,a car is parked on the side of the road .,['car wheel'],car wheel,,,,,,
40.330382,-75.32076479999999,United States,http://www.mufoncms.com/files_jeud8334j/89714_submitter_file7__20371861DC0342AC919639BCCEBC28F0.jpeg,The object appeared in my photos at 5:38 then disappears from them by 5:45pm.,402,a car parked in front of a building .,['bubble'],bubble,,,,,,
40.329912,-75.3189748,United States,http://www.mufoncms.com/files_jeud8334j/89713_submitter_file1__2DB18200AAAA4AA09DC909E48BBE9D0A.jpeg,,403,a blue and white surfboard sitting on top of a lush green field .,['pole'],pole,,,,,,
38.8156551,-80.461754,United States,http://www.mufoncms.com/files_jeud8334j/89705_submitter_file1__0000309.JPG,Hovered over devils darning needle(small mountain) in southern lewis county,404,a herd of cattle grazing on a lush green field .,"['valley, vale']",valley, vale,,,,,
39.69347225,-105.04433999999999,United States,http://www.mufoncms.com/files_jeud8334j/89697_submitter_file1__P1160727Medium.JPG,Still photographs.  called starcruiser for three years now.,405,an airplane flying in the sky over a city .,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,,,,
39.69347225,-105.04433999999999,United States,http://www.mufoncms.com/files_jeud8334j/89697_submitter_file2__P1160731Medium.JPG,Still photographs.  called starcruiser for three years now.,406,a view of an airplane flying through the sky .,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,,,,
