Captions,Class,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Id,URL,id,text
,,,,,,,,,,,DEFE-31-174_120,"Llﬁ'ﬁ’.,':r'~ I :' (""/‘t‘15'27‘0é3- }'~'.-’L.I' =’

i (H'- [-1.1

H- """"i w L<""’M.' 53:9 5

 

"" 5 : 5m 1m ‘H S5'ILiI.'~1'E'~L}§!.‘41m;
\'/‘ iﬂﬂ; ”UUH: MMHHWP

u 1‘: %:,-."",~.».~'.‘- nullzv- HUM/rah}. ,LLI'LIII‘J

 

, V
L7 ,. .3 ‘c 3' .3.é\.‘...!...Y {11* 'r' L "".‘X: {LL 5‘» ALLUUL’. HUN :. '.’L..~!

(3.. 3! I EV '1’ AN} (H‘i in?“ ' ‘7' EMF? 3'

VENUS:VENT/'1"" '.;‘...| H""! i"" 5 rm
‘2 ’ T i-‘rvi L’! T“. Lr'. 7331M)! '..:‘.'i\“i’.l.

1 IL‘S'L' $ TL} 3\Il;'~"":!./‘

 

1,. f::. L 3:“! EH: L3H T7 ""MR ."" '.
K L. [5* L {IUhf‘éTH‘Y WI 3

L'fx'iuf. I~:I’:IILU‘VJJ 55""in UM.""
L. .‘I - 1‘ (W TU) ’7 LA.“ :‘ I: L :«s‘n 2< EM : .. r6149 I)?!"" ‘z {:6 325533 H i5; 1i .iii'r L‘I-L: ""if-'5»
(.ijF'j? [ziern' N ""’th ‘"" IL I E f L] 5 2'. n‘.’ ""(.""JUFL3'R

— .. —
.LL“ I «i '=!-|'IMIT L: -:M . .‘-'..3L . ""L0H? LI FEMS? 3'7 ""-LI‘JL'L‘ .= Hi' LlstiLL'Jl"" ""
TH IULL Y _. FJLL Y'x“ 0.- U} ti F'FL!‘ LII] I-l’ I;i . ' '

.~)1I""‘Jr"".f'$-‘4QJK 'I'L'; i’iLtii L .1 . ..’. I-~;l.|~ LUM 13' :5 L urirzi»

 

 

 

In“'th'Tiﬁli’HiUN i’fti

[157”; 1 893:? (14:; ‘: “3710.31 ( C‘XQ J ‘. LL‘JI'L (H NIL
(""2535” 2 (WM 1* .2'

 

 


Llﬁ'ﬁ"
,,,,,,,,,,,DEFE-31-174_134,"_

 

73¢»;

1.: «1

E 1r“

. I‘\

I'! l'? 1’9 u‘ I""

WI

 

 

 

J.:«-4,-‘~:+w7— 01‘» ‘

”J.
A 1.

'4;

v

I :wl! m’ HALLL’BJ -;.u-‘
i i I' '

.“4
i

 

r'

w-
1.:
5
U. U
3 .33

 


 

_"
,,,,,,,,,,,DEFE-31-174_21,". llal. ..|. . ill
I O k . k. I
\k u . I .

 

A»

 

Z
>

O O O O O C -.. C C C O C C C C i O C O O C C C a
. k..
. ‘ . . . . . ..Cr.? . . A A . .,"
,,,,,,,,,,,DEFE-31-174_35,"»

y .. I L, t'r’lhn_ III»_. FEPR n. >,\..,.{ . ..O.~ ~
“ J 4 0 GI . C . .
‘nh.

 

 

 

 

 

 


 

»"
,,,,,,,,,,,DEFE-31-174_256,".....,.....,......_, _. .-_ . ....., -._ ., -_.,.....'.. -. .m- ;.—a..;,v.

 

. MEETING BETWEEN us or S(AF) AND LORD HILL—NORTON

UFOs

 

O

» a. I accept that there are strange phenomena to be seen in the.
sky, however I believe there to be adequate explanations for them.
Experience has shown that most reported sightings can be attributed
to things such as aircraft, meteorological balloons or natural
phenomena like ball lightning. Of course there are many other
V'equally straightforward explanations. However, there are a small
number of cases where a simple explanation cannot be found
immediately and on these occasions we are careful to ensure that they
are of no Defence significance. Having satisfied ourselves of this,
as you know, we do not attempt any further investigations. Clearly
some reports remain unexplained but we have found no evidence that

these phenomena represent a threat to national security and therefore

cannot justify devoting Defence resources to their investigation.

b. All reports received by the MOD are channelled through
Sec(AS)2. They are passed to the Air Staff who examine them for Air
Defence implications. In some cases, where (on the face of it) there
icould be a defence interest, enquiries are made of relevant radar
establishments etc in order to obtain more information. All reports
are also passed to the Defence Intelligence organisation who have a
keen interest in any sightings of unusual objects. We have no.
.specialist group in Whitehall or anywhere else involved in UFO's and

no civilian advisers are involved."
,,,,,,,,,,,DEFE-31-174_242,".1
”I . . .- ”\
v- ‘1 -1
_ /
M. .3 |——~ .
_..
. (v .
a x u _
. ’ v g, ., .—
r~ -
. ._. -. _. —
x- ""‘ 2"" a.
\ ,. -.; _.A
.. L, z— .—
v "" H :11
Km ‘- H
- k. \; LL 9;
1, 1- 1“ .2
.. t ’ q
1 x—- K . \N
u. . .— 1
in f- \I
_* w g;
.. H.
._. -_ -. g.
.— '. \.,
VI — a.
. . u "" 9
' l ‘ ..< _. ‘2
~ I . A, . .L a
p R"" w ._ l'x .
n . f"" . -1 ‘~_
\ u ' ‘ .- -. “- -- n ‘m
x "" .. »A L
._ n. . ' u h; x_ \.' _ . ""“
- . ~4 .>-‘ ._ M y. l’
L .— - -\ ”‘ v: a. .V . _ ,- -—- ..
M“>‘“ KL»... x. b4:-_L~L
,N .. , , . . n.
;A ;« 3-“ i 3‘
‘4 LA - - L S. ..- f"" -- '— Y"" X” \"" ~
—‘ Q. ~ ~ - L'. . L
& 3— r” ‘ . x L. Y‘ v—t ..
V I
- . . C x, i' O
\ ~ ... . --
A: v a a a o o c 0 l c - ‘ o A 3 { >— a. - V.
. ~_ ‘ _ . u. .. . .. 2 .. .. x L n. A ~ -_ 1. \ '.-"
,,,,,,,,,,,DEFE-31-174_295,"» . ""Fm...”"
,,,,,,,,,,,DEFE-31-174_281,". ._ .,...\:... _',,. g,

 
 

”21"". wwz~ rm..-“ ,~ —.-~ n...” .5.“ x m ..— ft: m7 . ‘._

 

 

xm1$~v~»-..i~..ov— ~~1w~-x~x ——---—~ g u—— a;

.-__ .._ . .. .-. ._ _

 

b. Assuming, as I hope, that the Ministry of Defence does not
ignore the reports reaching it (and we have been told in
reply to Parliamentary questions that they amount to some
hundreds a year from civilian sources alone), what steps
are taken by the Department to investigate them? In par-
ticular:- .

i) Are they dealt with solely ad hoc, using reutine staff
channels? or is there seme Specialist group, either
within the Whitehall establishment or elsewhere, which
is charged with taking an expert View? If so, to whom
do they report? And what is their composition? Do
they include civilian advisers from outside your

v Department?

ii) What part is played, if any, by the Flying Complaints
Flight at RAF Rudloe Manor? '

iii) What part, if any, is played by Air Staff Secretariatsl
2 & 8? I

c. ' How many of the reports of unusual phenomena have been re-
ceived from Defence establishments, including reports from
the pilots of military aircraft?

d. What material does your Department have of traces left on
military radar or in photographic form either ﬁrom sorties
by military aircraft or from ground-based or ship-based
facilities?

e. Can any such material be released either to me or to re-
Sponsible persons outside your Department for purposes of
scientific study?

In troubling you with these questions I am well aware that
their subject matter has often been thought easy to ridicule, I
especially when associated with some of the wilder notions which are
current among the civilian research groups. I am not wedded to any
particular theory myself. I do, on the other hand, believe that
there is overwhelming evidence for a persistent phenomenon of a
highly unusual character. This is, at the least,of considerable
scientific interest; and I have not yet heard anything from your
Department which convinces me that it is wholly without Defence
significance. I would be reassured to know either that it is being

adequately gripped as a Defence matter (and, if so, by precisely
what means) or that material held by your Department can be released"
,,,,,,,,,,,DEFE-31-174_297,"..
u
.w
r
v », .
___——__—___——_.J

4._f ~
.ﬁ c. ..

g. .. . T, ‘5... A... n: .... A ..... . .u.A TM. . , ..lI I.IJII.II.;T;. A. 4 .
. A $1.1: n.1,; I“. ‘ L . .... g... i a. 13.x . ‘ . 3 .Z. x . . w... .1..LC..\A . .p \ yr. 1
. , .. .. . ..J i .. .. k . .. 4; u? r L.
o o. 030:9. 0‘ o 0‘. o... 0,: 010 9:6 0 .0 o a... get; .
40. .x.. . . ..‘n. ’< . I 9 .\ ‘C.
""In! (OR “a

.4 3 v . x o


 

.."
,,,,,,,,,,,DEFE-31-174_283,":4

I-

 

 


 

:4"
,,,,,,,,,,,DEFE-31-174_254,"' UNWED

LOOSE MINUTE
DISS/108/15

20 August 1985
2§I£ (Thro DDSTI)

UNIDENTIFIED FLYING OBJECTS

References:
A. D/SEC (AS) 12/3 dated 9 Aug 85 (attached).
B. D155/108/15 dated 20 AugBS.

1. You will wish to see the references on the meeting between US of S (AF)
and Lord Hill-Norton on 25 Sept 85 to discuss Unidentified Flying Objects. I
do not think that DISS can contribute a lot to the discussions,but I have

offered our services if required.

 

CONFIDENTIAL"
,,,,,,,,,,,DEFE-31-174_240,"f”

I

“:1

L,

I]

 

Ir. r.‘ r

.r: c H m;

Cf: T ' Tl, l€~ '.,i.r""""("". If” T

 

«'1‘,
1:

'vVl
!w

H

 

-‘ (,.

l'r'i'! I

’v u
L ‘-
-'_,~
'7

 

\.' ._' - ""‘
l

i. — ’— \44
V: L. L L.

 

)H""

 


 

f”"
,,,,,,,,,,,DEFE-31-174_268,"wayw HA5

 

UNCWIED

FIN/19/Air (4/ .2

A.

REPORT OF AN UNIDENTIFIED FLYING OBJECT

Date, Time and Duration of Sighting. 13 August 1985 2200hre A

 

Description of Object. Approx 12 small, bright, fast objects. Green glow
duration 10 — 15 seconds each.

 

Exact Position Observer. As per L, outdoors.
How Observed. Naked eye.

Direction in which Object was first seen. From the direction of Sheffield
moving towards Finningley.

Angle of sight. Estimated very high.
Distance. Not known.

Movements. Moving very fast, erratic, but controlled movements.

Meteorological conditions during observation. Clear night-

Nearby objects. Built up residential area.

To whom regorted. 530 RAF Finningley - Flt Lt-G V121 Finningley

switchboard.
Name and Address of informant. _
Bessecarr Tel _ Don -O
Doncaster ""

Anx background on the infonmant that may be volunteered.

 

Stable. Wondered if he had seen a meteorite shower.

Other witnesses. Informants wife.

Date and time of receipt of regort. 13 Aug 1985 2255hrs A

 

Is a reply requested. Yes

 

UNCLLQ§I§ DIED

 

 

 


 

wa"
,,,,,,,,,,,DEFE-31-174_23,".1’
/

 

To whom reported (Police.
military. press etc)

 

Name & Address of Informant

Section 40

 

Background of Informant that
may he volunteered

Section40 is a police
o¢¢icer

 

Other Witnesses

None

 

Date. Time of Receipt

2723552 Oct 86

 

Ang Unusual Meteorological
Conditions ‘

Nil

 

Remarks

 

28 Oct 86
Date .............

Distribution:

Sec(AS)2

AEw/GE

DI 55

File AF Ops/2/5/1

. Section 40

Squadron Leader
Dutq.Operations Officer
AF Ops

 

 


 

.1"
,,,,,,,,,,,DEFE-31-174_37,"u.:.,.< ‘ .,,. ‘ .I w:

 

. ~

.. v: 4
x r

‘ . , . . y. .... :... 51.71%. . .17... . .
. 9.2. .., .. In... .$. 53.76 _~ ,.\ . . .. ”a ., . . J . . . . .t
3 ti .. L 7 , . . . . . . . .. . . j .. . .
.Lbr. LI Ly ~ ‘ ‘11"".1'llr. I nlul . luv 1!. |: ‘| . . V, .. . ..\ . . .. . .
1;: II»). \IIO. 1...: .)I [I n! fill. . .
. 1 .0,
..,II. [1|

 

 

 

{ya .
,. . 1...... .. , at.» , .n
.. .. 0 0, .0. 0 .0. 0. 0 0 0 0 .0 .0. 0 .0...0;,..0.1_0, 0. ..
.. .. ». MIX. . ..... . . . .1... ., .. . . ... ,. .. .4. I .. .. 3.. .:. l. . .
.. ... a .. . 25... . . . LF .. . ., . . ,. -. . n... .. . 1:“! . .5. . I .
, 2.. ; .. .. f .. at, ."
,,,,,,,,,,,DEFE-31-174_122,"U N C L A 8 8 I r 1 E U

CAU03& 36/0154 057C014?

 

FUR haw

'.’ 33‘. 9

ROUTINE 253135? Fﬁﬂ kw \ _

1 l
I

m,
$

0
,I

fWHNW LATECMJi
TU NUUUK AIR

U N C L A 8 S I F I E B

SID 26F

SLJKAJEIZY Hf R1.AL. Fhllfhhiuﬁxb!ﬁ

A"" 40“9002 FEB Rb, (HMSTANT SIGHT2NC

B. {H BRJWﬂﬁT LllﬂfT wl?+l ELUE 1TH“ ANEIIMIYTUM hifTH F11} Mlldh E wHIfﬂi
HAS REQDLVJNG

C. OUTDOORS IN BURL? TUNv AYRSHIRL

U. HQKFU EYE PLUS BINOCULARS

F}. EINSFIERL.Y UK% M l}ILJmfﬂ3EI OF: EHJRFI UJ.LL$\Uh
MEI}

C. AF¥WEUX t; MILfﬂ3

H"" SWLQDY

J. CLEGR SKY .

K"" NIL

L"" SEAFCC PHESTNICK

m .. rm: — m. r n rum m m 1 w

 
 

 

PAUL 9 RBDAIH 909 UNKLAS

H. HUME

U"" h ‘AL BUTCHKR FLUS UIHHHS (NO NAMES CUFFierJ
P"" HGJiQ®Z ray Hﬁ

Ix T

 

 

UJSTRLBUTIUN it?

F

CAL 3 39? (A95 ﬂffIUN ( CXJ 1 JUL 0500 3
CON 1 ﬁCS<FJ

CYD 1 ND GE/ﬂEN

CAV 1 HI 55

CQU ) D871

*VN“ U N C L A W 8 I L L E w

 

 


U N C"
,,,,,,,,,,,DEFE-31-174_136,"0‘1"".

 

.a-n .-

. __m_.
M. .--. .l-o

 

 

REPORT OF AN UNIDENTIFIED FLYING OBJE:

ANHEX A TO (77%
W

 

:7 A. I»: SOIL/a

 

 

 

 

 

 

 

 

 

 

 

A. Date, Time &
Duration of Sighting Qa-M¢5,,mg
5’ wt
8. Descript ion of Object H , , 93
(No of objects, size, dmwkm Mi? iiouf
shape, colour, brightness) xd mtaﬁmﬂ , U .JqMYaJ
C. Exact Position of Observer ‘3dgkxfcéhunehthJUf Lwd“4’
Location, indoor/outdoor, ,‘ndom‘ (5,943,7ng
stationary/moving
D. How Observed (naked eye, gﬁwlzf‘ 6?me /OX50
binoculars, other optical
device, still or movie)
E. Direction in which object gOWJj ﬂing?
first seen (A landmark may r
be more useful than a badly aux ultowaﬁ
estimated bearing) ﬁgﬂﬂl
O l '.
F. Angle of Sight (Estimated 306r130 CUMDJZK
heights are unreliable)
G. Distance (By reference to 3 2530:410
known landmark)
H. Movements (Changes in E, F & G JEL f‘UQ’EE
may be of more use than
estimates of course and speed)
J. Met Conditions during Observations CZXKQ(M&mb AU Run

(Moving clouds, haze, mist etc)

07' iNbb

 

 

Nearby Objects (Telephone lines,
high voltage lines, reservoir, lake
or dam, swamp or marsh, river,

high buildings, tall chimneys,

_ steeples, spires, TV or radio masts,

airfields, generating plant,
factories, pits or other sites with
floodlights or night lighting)

No.

 

 

 

 


0‘1""."
,,,,,,,,,,,DEFE-31-174_320,
,,,,,,,,,,,DEFE-31-174_334,"“seesaw gee /‘

3: 3’3”
ﬁerLveo fur
REPORT or AK UNIDENTIFIED FLYING OBJECT 1;. 4.1

O
”‘0 .on 40

A. Date1 time and duration of sighting. (local times to be quoted). (:\

 

iQLmSz.mm/§<
A ‘pVM/é If"" M .4.“ <1

B. Descri tion of ob'ect. (Number of objects, size. shape. colours, brightness.
sound. smell. etcj.
L6“'l'(3(’ Hi'g/‘lhﬁj 1‘7/’4 - I‘D (“Hind

C. beset position observer. (Geographical location. Indoors or outdoors.
Stationary or moving).

l-(l-’\-~&...'/on‘3{ 1.7"";

D. How observed. (Naked eye. binoculars. other optical device, still or movie
camera .

{Va/(“j drl’é

E. Direction in which object was first seen. (A landmark may be more useful
than a badly estimated bearing).

A I r' «2 #4 fjlja/t Foot 00/ (”IL //

r. Angle of eigg . (Estimated heights are unreliable).

‘féo no seen /Lv»w\ 1%; 44*5éfé

G. Distance. (By reference to a known landmark wherever possible).

14/ 1/43 56/ I6 “(0 MM!“ #4 fie ‘va/ M4// ”6
am 0 70/ “1—14, c 4147/54 .

B. Hovennts. (Changes in I, 1' and G as: be of more use than estimates of
course and speed).

Hawo/ m ee S/WJf/1{ /v{4& /1.~/.I,.£M£ /o,.,',,,,,é;,

KL . Wit/ﬂu I’VMLW‘A-J 7’sz Trev/04% ”M
5 SM- 44/."
,,,,,,,,,,,DEFE-31-174_308,".. . 7 u. ' .. ”.7 ...‘ . ' r
o 0.1;. a o o o o 0- or. o o o o o o 0:30 o .o o o o

\9 M

_&

‘ I ~ ‘ . . I o O .

vvvvvv

905,—...oooooigjoooooorjfoooooo"
,,,,,,,,,,,DEFE-31-174_309,".‘ . \I
A . . h I .l
. I. I ‘I‘
v. A I-
‘ ..

 

 


.‘ ."
,,,,,,,,,,,DEFE-31-174_335,"’ Meteorological conditions during operations. (Moving clouds. haze, mist

etc). .
0r? M 15-44) y/pzh/J - /1w:“/10 ,g/{lvr

K. Near-b1 objects. (Telephone lines; high voltage lines; reservoir, lake or

dam, swamp or marsh; river; high buildings. tall chimneys, steeples, spires. TV

or radio masts; airfields; generating plant; factories. pits or other sites With
flood- lights or other night lighting).

Rem-4A I"" m M161 Huh Nw‘kA/m/x/ (Ll/m do .

 

L. To whom remrted.

(Police, military organisations. the press etc).

Md) 5a, (49 1

M. Name and address of informant.

Section 40

N. Any background on the infomant that may be volunteered.

CIVIL $rfAI’UKr'JT ~ (40,441}; OFF/ed

0. Other witnesses.

Fmﬁl ; Section 40

Quote a» wwwbtx 45 2am 199le f‘ Jag/é

P. Date and time of receipt of report.

2% 137.673- MMQ _

 

ﬂaim *

. . . . ‘ TM' ‘ ‘ ~ “' ‘ '
«om .M- “Na...“ «ﬁn—al.‘ AKA M--+~~w.~L~-L.M ... ~wmw~h¢~<4muWW¢¢ c.‘ 43», “Alix...” Mu»... Mm...“ Wow-am

 

 


’ Met"
,,,,,,,,,,,DEFE-31-174_321,"..,_ .-.. __‘ N '<.< . ."
,,,,,,,,,,,DEFE-31-174_137,"To whom reported (Police.
military, press etc)

Aikhé CD
n¢mbq-14afg%

 

Name & Address’of Informant

‘Secﬂon40

 

may he volunteered

Background of Informant that

A5! 1 ow(3£é f
Zkhnvxdabxl ‘éﬂv Of'

 

Other Witnesses

‘Wbﬂa‘ami<m&E/%yo

 

 

Date, Time of Receipt

/6oo Pm“ Hat-26

 

Conditions

Any Unusual Meteorological

ﬁhnb.

 

Remarks

 

dicﬁﬂ anﬁuz)ekvmax Q?

6&41 zswucﬁi/ (ﬁgﬂ(
idwd3§;xgyi§f%

 

 

Date /7 l‘».% . . .....

Copies to:
Sec(AS)2

AEW/GE

D1 55 -

File AF Ops/2/5/1

 

Secﬂon40

Squadron Leader
Duty Operations Officer
AF Ops"
,,,,,,,,,,,DEFE-31-174_123,"UNCLASBIE' ltLII

1:: {N \‘ W .2"" ‘ ‘ it) 6 0 2‘? 9) ('2 Q“ U 7 [l '3"" 7. W4
l‘fl I \ {:0 i;
RUE] I I F‘v'li. L313 3 '3 5’0."" '55: E? 1' w‘

FR {IN RAT LEU TM]. If,
Y I.) MUI'UK A .‘i K
HUS .' [3
LJKHADC

U N L: L, A S E} l f"" l I!
8 I. [I IV. (.ET/Zdl't’ (. KC)? I H E3 E3 “ ‘1} CC ‘-
Y'lillﬂik"" AIR ATTN (5.?!ka ‘c'fif ‘-. SUBJE'Z‘ T.

A. 230115 FEE bk
8. UN[ UBJSCT. NU SEJL, oHllf BR1UHT ﬁECUlAﬁ HHlL _SVJU£?

C. IHDUDHS, gﬁHHHLH LNUBLE GLAJ1ND
1.1. NAk ISL! t YF?

E H SCH . I H E: ms T . NW"" *1: u-f- ‘I E .H

F. +5 DKGREKS VLUR he MFASLNG V£RTICALLY 10 thU UEGREES
G” Hat? TO ONE NrLE Bur HARD TO CAUCF

H“ DESLKNDING VER1ECﬁLlY

J. CLEAR, LITTLE CLUHU, GOOD NUUNLICHY

K. Nuhr

L«FW?:WT IIIIIIIIIIIunY UPS anava

A N J? s1""!

-
w
‘n
‘4
I)

\

PAM: C NRDHXJ 050 UN .09

m —::tm m-
UY:{r., .NNSSTrUJT}+EFeV :“1z‘. , ‘€n(3TL,ﬁb‘U

H“ NIL

U“ NJL

F"", """"M‘BEJGY. FEB 84)

a. Y%$ PLFASE

B7

urewwzau1tun ;u;
F
Mn SUL

DISIRTBUY}UN {A}

r

CAB 1 Sec (0%) ﬂUFEUN ( CXJ 1 AU? ﬂ+ﬂ0
mm 1 5388:?

CYH 1 DD tEmeu
LEAR; 2 I' l 53?;

U N {I L, A 523, $3 I r~~’ 1 E. L: ‘

 

 


UNCLA"
,,,,,,,,,,,DEFE-31-174_36,".

‘~ ‘ ‘ ‘ 0.4., :24""
~ ,0... J 0 0 J .;0 0 ‘0' 0 0 0 0 20 ~0 01 ‘ ' ' ~‘
.'.""“‘.'f““.” ‘ (x ’_. ‘ 1C, '. . - .‘ _ » ..; ‘ I f .‘ ‘ ~ f.“ v ‘ "" R1 r u‘ 1; ~r'v' 4. ‘- 0- .~. .. . .; 2"
,,,,,,,,,,,DEFE-31-174_22,"C4

REPORT OF AN UNIDENTIFIED FLYING OBJECT

a ""LW
1/

ANNEX A TO
SOP 502

 

 

 

 

 

 

 

 

 

 

A. Date. Time & 2723402 Oct 86
Duration of Sighting 15 secs
8. Description of ObJect 3 x white/mauve lights
(No of obJects. size. in line. west to east.
shape. colour. brightness) then triangle and vanished.
C. Exact Position of Observer In car driving down
Location. indoor/outdoor. Peacock Gardens. Selsdon.
stationary/moving
D. How Observed (naked eye.
binoculars. other optical Eye.
device. still or movie
E. Direction in which obJect
tirst seen (A landmark may South. over NT bird
be more useful than a badly sanctuary.
estimated bearing)
F. Angle of Sight (Estimated 30 degrees up.
heights are unreliable)
0. Distance (By reference to a Distant
known landmark
H. Hovements (Changes in E. F & 0 As 8 above
may be of more use than
estimates of course and speed)
J. Met Conditions during Observations Clear. visibility. but
(Moving clouds. haze. mist etc) cloudy. Lights below
cloud.
K. Nearby ObJects (Telephone lines.

high voltage lines. reservoir. lake
or dam. swamp or marsh. river.

high buildings. tall chimneys.
steeples. spires. TV or radio masts.
airfields. generating plant.
factories. pits or other sites with
floodlights or night lighting)

Above NT bird sanctuary."
,,,,,,,,,,,DEFE-31-174_269,Too short
,,,,,,,,,,,DEFE-31-174_241,"{‘Il»

IATf‘H’II

i r~ '1"".

I "",’{‘\""l.

q..
' x
‘ _

[II Hf

.(: '\

I

’ ¢

:

 

.1. l‘ _

-.“.‘t.{

.7. wrv

ﬂ'klf' 1‘. 7

..'.-
'l

Irv

[‘7 ‘1""

C:
.u

g,

n
n

l

f""

,..

""\J |

 

i .

‘.,.

 

‘I/»\;

 

er.
5/
(

 

 

l'.‘ f T I

 

L? I'""

Q"
,,,,,,,,,,,DEFE-31-174_255,"LOOSE MINUTE
DISS/108/15

20 August 1985

Sec 3A8} 28
Copy to: (:23

UNIDENTIFIED FLYING OBJECTS

References:
A. D/SEC(AS) 12/3 dated 9 August 85.
B. D/US of S(AF)DGT 28/1/4 dated 1 August 85.

1. In Reference A, you notified us of the meeting between US of S(AF)'and
Lord Hill—Norton on Unidentified Flying Objects (UFOs) on 25 Sept 85; you
asked for a short contribution on our area of interest and whether we would be
willing to attend the meeting.

2. As yon state in your brief for the US of S(AF), all UFO reports are
passed to the DIS - specifically DISS who, inter alia, are responsible for
assessing WP space systems.‘ It is in this area that our main interests lie,
although the reports are also seen by other staff within D155. Obiously we
read the reports with interest but over, at least the last few years, we have
not considered that any of the reports justified detailed investigation; this
point is well made in the opening paragraph of your draft.

3. As far as our attendance at the meeting on 25 September is concerned. I

do not think that we can add much to the discussion but we would be willing to
attend if you consider it worthwhile.

' Section 40

Wg Cdr
DISSc
Section 40

’ CONFIDENTIAL

 

 


LOOSE"
,,,,,,,,,,,DEFE-31-174_282,"I
H‘un ‘
, 7m- sw—og"". “WW

.I ' ~

 

_ ., . ._' ‘ ..-- .__._ _ -._3 :. in..-“ . __ __ __ , ., -

to serious civilian researchers under arrangements which do not im-
pose unacceptable administrative burdens.

' 1
Thank you again for the offer of a discussion. I look ‘
a ' ”""fofWa}d_to our talk. ””""""_' ‘""' ' "" ‘ ‘

 

WI _ _

5' --""'

 

 

 

PS. I Ought perhaps to let you know that Aubrey Buxton is currently
considering the possibility of an extended programme on Anglia
Television dealing, among other things, with the incidents
reported to your Department by Lt. Col. Halt, which were the
subject of my etter to the Defence Secretary. . '

 

 

 


I
H‘u"
,,,,,,,,,,,DEFE-31-174_296,Too short
,,,,,,,,,,,DEFE-31-174_292,"Ministry of Defence ,

 
 

Dunsfold Aerodrome
Godalming
Surrey CUR ABS

Telephone:
Telegrams:
Telex: 4O

 

(AFOR).

RAF Main Building.

Whitehall,

London,

SW1A 2H3. 16th July 1985

Dear Sir,

Report of Unidentified Flying Object

Please find encloaed UFO report from—
Thie report was initialli relayed to ATC Dunefold by —

fiancee who is 1! employee at Dunsfold. It was not
passed by telephone to AIS Military as I considered the time delay from
observation to receipt of the report at Dunsfold would not constitute an
'imediate' report.

The Dunsfold radar controller on duty at the time of the reported
observation does not recall seeing anything unusual on radar in the
vicinity of Horsham at the appropriate time.

 

Manager MC Services

 

Mlh.;.. . .r 25-53:: I
E

o °JL""_??35

:
One. I
IAIR FOL”; ~;::9. man's ;

 

 

Registered in mm a W No:- 40mm om“; —

 

 


 

Mi"
,,,,,,,,,,,DEFE-31-174_286,
,,,,,,,,,,,DEFE-31-174_279,"Ice (Hf)

/‘ '. /tuaw_
.i'H,’

Z Secﬂon40

 

\
o/ r — Pm M
\
PARUAMENTARY UNDER-SECREI’ARY OF STATE 0’5 k M M~l_
FOR THE ARMED FORCES 1‘.

’LOOSE MINUTE

I

D/US of s (AF)DGT 39/1/4

.I’ \
Sec(A§jE // "" \.

UNIDENTIFiED FLYING OBJECTS

With apologies for ruining your summer I attach a letter that

Lord Trefgarne has received from Admiral of the Fleet Lord Hill-Norton
~~ in reply to Lord Trefgarne's letter-of 17 July. You will see

that Lord Hill-Norton accepts the offer of a meeting and we will

be in touch with him shortly to arrange this. I will let you know

the time and place as soon as possible, and in the meantime I

should be most grateful if you could set in hand,a’briefing for Lord
Trefgarne in the form of answers to Lord Hill-Norton's specific
questions a—e.

Secﬂon40

PS/US of 3(AF)
Secﬂon40

\ August 1985

 


 

Ic"
,,,,,,,,,,,DEFE-31-174_251,"l
-.

 

A

 

REPORT OF AN UNIDENTIFIED FLYING OEJE’T

(35

ANNEX A TO
DU!“ 102

 

 

 

 

 

 

 

 

 

 

 

A; Date, Time a 4 58 :EEC4337a
' D .ation of Si htin A X T“ “' A . . .

Ur g 8 a 54 Aug CCaC GLT : min.

B. Description of Object 4 Reedish Star. Triangle
(No of objects, size, peer Pole Ste“. 31?
shape, colour, brightness) ? Star Share vhl‘e

C. Exact Position of Observer 1 Ir {ar'e'
Location, indoor/outdoor,
stationary/moving 9 Ir ferier

D. How Observed (naked eye, 1 Telescope : 4C
binoculars, other optical
device, still or movie) 2 31”OCL13“S

E. Direction in which object 1 Lorth passed through Ursa
first seen (A landmark may hajor.
be more useful than a badly 2 Star cluster
estimated bearing) Cassiopea.

F. Angle of Sight (Estimated 1 52°
heights are unreliable) q r o

L )0

G. Distance (By reference to a 1 Infinite
known landmark) 2 Infinite

H. Movements (Changes in E, F & G 1 Moved aw to Hercules
may be of more use than 90 turn to west.
estimates of course and speed) 2 Moved se to Pegasus.

Stopped
J. Met Conditions during Observationsq 3 car
' uds haze mist etc

(Mov1ng clo ,. , ) .2 Clear

K. Nearby Objects (Telephone lines, 4 Near Ursa Kajor
high voltage lines, reservoir, lake .
or dam, swamp or marsh, river, 2 Lost in Hercules
high buildings, tall chimneys,
steeples, spires, TV or radio masts,
airfields, generating plant,
factories, pits on other sites with
floodlights or night lighting)

 

 

 

 


l
-."
